# gnuplot data generated by MooNMD
#          x           y           p         psi         u-1         u-2         |u|
#
  5.75000000  2.00000000 -0.19575856  0.96723687  1.43865800  0.24343928  1.45910915
  6.00000000  2.00000000 -0.21534677  0.91196489  1.45539713  0.19890681  1.46892638


  5.00000000  3.00000000  0.01044195  2.45417142  1.21894206  0.18002828  1.23216473
  5.00000000  2.50000000 -0.02966117  1.83294547  1.25954485  0.23423567  1.28113995
  5.25000000  2.50000000 -0.05905215  1.77257302  1.30409170  0.23571602  1.32522346
  5.25000000  3.00000000 -0.01894902  2.40852041  1.24556814  0.17999529  1.25850638
  5.00000000  3.00000000  0.01044195  2.45417142  1.21894206  0.18002828  1.23216473


  5.00000000  2.00000000 -0.08609881  1.18648180  1.30219651  0.30515504  1.33747350
  5.25000000  2.00000000 -0.13175663  1.10220246  1.40764618  0.32803991  1.44536429
  5.25000000  2.50000000 -0.05600344  1.77257302  1.30409170  0.23571602  1.32522346
  5.00000000  2.50000000 -0.01034562  1.83294547  1.25954485  0.23423567  1.28113995
  5.00000000  2.00000000 -0.08609881  1.18648180  1.30219651  0.30515504  1.33747350


  5.50000000  2.00000000 -0.17157141  1.03072112  1.41065757  0.25681937  1.43384482
  5.50000000  2.50000000 -0.09337453  1.71697489  1.32751308  0.21154507  1.34426273
  5.25000000  2.50000000 -0.05580673  1.77257302  1.30409170  0.23571602  1.32522346
  5.25000000  2.00000000 -0.13400361  1.10220246  1.40764618  0.32803991  1.44536429
  5.50000000  2.00000000 -0.17157141  1.03072112  1.41065757  0.25681937  1.43384482


  5.50000000  3.00000000 -0.04559311  2.36525752  1.26660437  0.16666593  1.27752267
  5.25000000  3.00000000 -0.01900388  2.40852041  1.24556814  0.17999529  1.25850638
  5.25000000  2.50000000 -0.06053869  1.77257302  1.30409170  0.23571602  1.32522346
  5.50000000  2.50000000 -0.08712792  1.71697489  1.32751308  0.21154507  1.34426273
  5.50000000  3.00000000 -0.04559311  2.36525752  1.26660437  0.16666593  1.27752267


  5.00000000  3.00000000  0.00094080  2.45417142  1.21894206  0.18002828  1.23216473
  5.25000000  3.00000000 -0.02041782  2.40852041  1.24556814  0.17999529  1.25850638
  5.25000000  3.50000000  0.00329581  3.02069449  1.20500117  0.13949817  1.21304887
  5.00000000  3.50000000  0.02465443  3.05596885  1.18605420  0.14006752  1.19429623
  5.00000000  3.00000000  0.00094080  2.45417142  1.21894206  0.18002828  1.23216473


  5.50000000  3.00000000 -0.04159765  2.36525752  1.26660437  0.16666593  1.27752267
  5.50000000  3.50000000 -0.01661395  2.98697538  1.22157009  0.13054515  1.22852575
  5.25000000  3.50000000  0.00354940  3.02069449  1.20500117  0.13949817  1.21304887
  5.25000000  3.00000000 -0.02143430  2.40852041  1.24556814  0.17999529  1.25850638
  5.50000000  3.00000000 -0.04159765  2.36525752  1.26660437  0.16666593  1.27752267


  5.50000000  4.00000000  0.00272147  3.58897111  1.18728500  0.10181477  1.19164253
  5.25000000  4.00000000  0.01855118  3.61520402  1.17403221  0.10830224  1.17901697
  5.25000000  3.50000000  0.00207146  3.02069449  1.20500117  0.13949817  1.21304887
  5.50000000  3.50000000 -0.01375825  2.98697538  1.22157009  0.13054515  1.22852575
  5.50000000  4.00000000  0.00272147  3.58897111  1.18728500  0.10181477  1.19164253


  5.00000000  4.00000000  0.03473445  3.64257882  1.15955472  0.10911868  1.16467765
  5.00000000  3.50000000  0.01923644  3.05596885  1.18605420  0.14006752  1.19429623
  5.25000000  3.50000000  0.00277042  3.02069449  1.20500117  0.13949817  1.21304887
  5.25000000  4.00000000  0.01826842  3.61520402  1.17403221  0.10830224  1.17901697
  5.00000000  4.00000000  0.03473445  3.64257882  1.15955472  0.10911868  1.16467765


  6.00000000  3.00000000 -0.08022865  2.28779556  1.30437798  0.13980078  1.31184838
  6.00000000  3.50000000 -0.04633212  2.92588887  1.25143835  0.11215139  1.25645369
  5.75000000  3.50000000 -0.03037651  2.95522429  1.23747190  0.12263290  1.24353348
  5.75000000  3.00000000 -0.06427304  2.32475893  1.28768692  0.15547508  1.29703898
  6.00000000  3.00000000 -0.08022865  2.28779556  1.30437798  0.13980078  1.31184838


  6.00000000  4.00000000 -0.02213290  3.54114953  1.21148873  0.08852176  1.21471850
  5.75000000  4.00000000 -0.00876416  3.56417989  1.19991621  0.09609299  1.20375777
  5.75000000  3.50000000 -0.03190176  2.95522429  1.23747190  0.12263290  1.24353348
  6.00000000  3.50000000 -0.04527050  2.92588887  1.25143835  0.11215139  1.25645369
  6.00000000  4.00000000 -0.02213290  3.54114953  1.21148873  0.08852176  1.21471850


  5.50000000  4.00000000  0.00492283  3.58897111  1.18728500  0.10181477  1.19164253
  5.50000000  3.50000000 -0.01614218  2.98697538  1.22157009  0.13054515  1.22852575
  5.75000000  3.50000000 -0.03080169  2.95522429  1.23747190  0.12263290  1.24353348
  5.75000000  4.00000000 -0.00973668  3.56417989  1.19991621  0.09609299  1.20375777
  5.50000000  4.00000000  0.00492283  3.58897111  1.18728500  0.10181477  1.19164253


  5.50000000  3.00000000 -0.04492857  2.36525752  1.26660437  0.16666593  1.27752267
  5.75000000  3.00000000 -0.06305288  2.32475893  1.28768692  0.15547508  1.29703898
  5.75000000  3.50000000 -0.03155098  2.95522429  1.23747190  0.12263290  1.24353348
  5.50000000  3.50000000 -0.01342667  2.98697538  1.22157009  0.13054515  1.22852575
  5.50000000  3.00000000 -0.04492857  2.36525752  1.26660437  0.16666593  1.27752267


  6.00000000  5.00000000  0.00780939  4.72276587  1.15695111  0.05152414  1.15809784
  5.75000000  5.00000000  0.01743295  4.73615456  1.14841531  0.05590556  1.14977526
  5.75000000  4.50000000  0.00583873  4.15662346  1.17085195  0.07427189  1.17320527
  6.00000000  4.50000000 -0.00378483  4.13884291  1.18057559  0.06844436  1.18255797
  6.00000000  5.00000000  0.00780939  4.72276587  1.15695111  0.05152414  1.15809784


  5.50000000  5.00000000  0.02734343  4.75054842  1.13971942  0.05911367  1.14125142
  5.50000000  4.50000000  0.01643508  4.17574131  1.16059308  0.07840602  1.16323850
  5.75000000  4.50000000  0.00616369  4.15662346  1.17085195  0.07427189  1.17320527
  5.75000000  5.00000000  0.01707204  4.73615456  1.14841531  0.05590556  1.14977526
  5.50000000  5.00000000  0.02734343  4.75054842  1.13971942  0.05911367  1.14125142


  5.50000000  4.00000000  0.00304952  3.58897111  1.18728500  0.10181477  1.19164253
  5.75000000  4.00000000 -0.00905247  3.56417989  1.19991621  0.09609299  1.20375777
  5.75000000  4.50000000  0.00576386  4.15662346  1.17085195  0.07427189  1.17320527
  5.50000000  4.50000000  0.01786585  4.17574131  1.16059308  0.07840602  1.16323850
  5.50000000  4.00000000  0.00304952  3.58897111  1.18728500  0.10181477  1.19164253


  6.00000000  4.00000000 -0.02114179  3.54114953  1.21148873  0.08852176  1.21471850
  6.00000000  4.50000000 -0.00476696  4.13884291  1.18057559  0.06844436  1.18255797
  5.75000000  4.50000000  0.00649429  4.15662346  1.17085195  0.07427189  1.17320527
  5.75000000  4.00000000 -0.00988054  3.56417989  1.19991621  0.09609299  1.20375777
  6.00000000  4.00000000 -0.02114179  3.54114953  1.21148873  0.08852176  1.21471850


  5.00000000  5.00000000  0.04773687  4.78170149  1.12181100  0.06345267  1.12360409
  5.00000000  4.50000000  0.03978590  4.21703869  1.13821657  0.08425872  1.14133102
  5.25000000  4.50000000  0.02861375  4.19594274  1.14955900  0.08348096  1.15258621
  5.25000000  5.00000000  0.03656472  4.76580510  1.13045108  0.06308662  1.13221004
  5.00000000  5.00000000  0.04773687  4.78170149  1.12181100  0.06345267  1.12360409


  5.00000000  4.00000000  0.03127852  3.64257882  1.15955472  0.10911868  1.16467765
  5.25000000  4.00000000  0.01806234  3.61520402  1.17403221  0.10830224  1.17901697
  5.25000000  4.50000000  0.02887548  4.19594274  1.14955900  0.08348096  1.15258621
  5.00000000  4.50000000  0.04209166  4.21703869  1.13821657  0.08425872  1.14133102
  5.00000000  4.00000000  0.03127852  3.64257882  1.15955472  0.10911868  1.16467765


  5.50000000  4.00000000  0.00477333  3.58897111  1.18728500  0.10181477  1.19164253
  5.50000000  4.50000000  0.01623951  4.17574131  1.16059308  0.07840602  1.16323850
  5.25000000  4.50000000  0.02906840  4.19594274  1.14955900  0.08348096  1.15258621
  5.25000000  4.00000000  0.01760222  3.61520402  1.17403221  0.10830224  1.17901697
  5.50000000  4.00000000  0.00477333  3.58897111  1.18728500  0.10181477  1.19164253


  5.50000000  5.00000000  0.02560131  4.75054842  1.13971942  0.05911367  1.14125142
  5.25000000  5.00000000  0.03634119  4.76580510  1.13045108  0.06308662  1.13221004
  5.25000000  4.50000000  0.02863892  4.19594274  1.14955900  0.08348096  1.15258621
  5.50000000  4.50000000  0.01789904  4.17574131  1.16059308  0.07840602  1.16323850
  5.50000000  5.00000000  0.02560131  4.75054842  1.13971942  0.05911367  1.14125142


  5.00000000  5.00000000  0.04517144  4.78170149  1.12181100  0.06345267  1.12360409
  5.25000000  5.00000000  0.03663747  4.76580510  1.13045108  0.06308662  1.13221004
  5.25000000  6.25000000  0.04937713  6.15833865  1.10004903  0.02448877  1.10032157
  5.00000000  6.25000000  0.05791110  6.16443793  1.09357307  0.02386312  1.09383340
  5.00000000  5.00000000  0.04517144  4.78170149  1.12181100  0.06345267  1.12360409


  5.50000000  5.00000000  0.02829721  4.75054842  1.13971942  0.05911367  1.14125142
  5.50000000  6.25000000  0.04096987  6.15253494  1.10659426  0.02205881  1.10681410
  5.25000000  6.25000000  0.04926702  6.15833865  1.10004903  0.02448877  1.10032157
  5.25000000  5.00000000  0.03659436  4.76580510  1.13045108  0.06308662  1.13221004
  5.50000000  5.00000000  0.02829721  4.75054842  1.13971942  0.05911367  1.14125142


  5.50000000  7.50000000  0.04731987  7.52925848  1.09126560 -0.00486943  1.09127646
  5.25000000  7.50000000  0.05350362  7.52821427  1.08683263 -0.00336605  1.08683784
  5.25000000  6.25000000  0.04879958  6.15833865  1.10004903  0.02448877  1.10032157
  5.50000000  6.25000000  0.04261583  6.15253494  1.10659426  0.02205881  1.10681410
  5.50000000  7.50000000  0.04731987  7.52925848  1.09126560 -0.00486943  1.09127646


  5.00000000  7.50000000  0.06074157  7.52728445  1.08201582 -0.00440766  1.08202480
  5.00000000  6.25000000  0.05426724  6.16443793  1.09357307  0.02386312  1.09383340
  5.25000000  6.25000000  0.04797906  6.15833865  1.10004903  0.02448877  1.10032157
  5.25000000  7.50000000  0.05445338  7.52821427  1.08683263 -0.00336605  1.08683784
  5.00000000  7.50000000  0.06074157  7.52728445  1.08201582 -0.00440766  1.08202480


  6.00000000  5.00000000  0.00982823  4.72276587  1.15695111  0.05152414  1.15809784
  6.00000000  6.25000000  0.02833646  6.14240903  1.11871941  0.01818535  1.11886720
  5.75000000  6.25000000  0.03599027  6.14721294  1.11278554  0.02046669  1.11297374
  5.75000000  5.00000000  0.01748204  4.73615456  1.14841531  0.05590556  1.14977526
  6.00000000  5.00000000  0.00982823  4.72276587  1.15695111  0.05152414  1.15809784


  6.00000000  7.50000000  0.03717520  7.53210353  1.10005987 -0.00670897  1.10008033
  5.75000000  7.50000000  0.04300851  7.53055415  1.09579321 -0.00552135  1.09580712
  5.75000000  6.25000000  0.03465638  6.14721294  1.11278554  0.02046669  1.11297374
  6.00000000  6.25000000  0.02882306  6.14240903  1.11871941  0.01818535  1.11886720
  6.00000000  7.50000000  0.03717520  7.53210353  1.10005987 -0.00670897  1.10008033


  5.50000000  7.50000000  0.04869550  7.52925848  1.09126560 -0.00486943  1.09127646
  5.50000000  6.25000000  0.04111895  6.15253494  1.10659426  0.02205881  1.10681410
  5.75000000  6.25000000  0.03510056  6.14721294  1.11278554  0.02046669  1.11297374
  5.75000000  7.50000000  0.04267712  7.53055415  1.09579321 -0.00552135  1.09580712
  5.50000000  7.50000000  0.04869550  7.52925848  1.09126560 -0.00486943  1.09127646


  5.50000000  5.00000000  0.02650834  4.75054842  1.13971942  0.05911367  1.14125142
  5.75000000  5.00000000  0.01849453  4.73615456  1.14841531  0.05590556  1.14977526
  5.75000000  6.25000000  0.03492148  6.14721294  1.11278554  0.02046669  1.11297374
  5.50000000  6.25000000  0.04293529  6.15253494  1.10659426  0.02205881  1.10681410
  5.50000000  5.00000000  0.02650834  4.75054842  1.13971942  0.05911367  1.14125142


  6.00000000 10.00000000  0.03926694 10.00167079  0.03420332  0.00006767  0.03420339
  5.75000000 10.00000000  0.04348850 10.00168799  0.03485021  0.00004006  0.03485023
  5.75000000  8.75000000  0.04472038  8.95871456  1.23432277 -0.03064035  1.23470301
  6.00000000  8.75000000  0.04049882  8.96635228  1.23377227 -0.03038150  1.23414628
  6.00000000 10.00000000  0.03926694 10.00167079  0.03420332  0.00006767  0.03420339


  5.50000000 10.00000000  0.04771661 10.00170469  0.03521534  0.00003844  0.03521536
  5.50000000  8.75000000  0.04921163  8.95098656  1.23421295 -0.03120360  1.23460734
  5.75000000  8.75000000  0.04489016  8.95871456  1.23432277 -0.03064035  1.23470301
  5.75000000 10.00000000  0.04339515 10.00168799  0.03485021  0.00004006  0.03485023
  5.50000000 10.00000000  0.04771661 10.00170469  0.03521534  0.00003844  0.03521536


  5.50000000  7.50000000  0.04766184  7.52925848  1.09126560 -0.00486943  1.09127646
  5.75000000  7.50000000  0.04268808  7.53055415  1.09579321 -0.00552135  1.09580712
  5.75000000  8.75000000  0.04490311  8.95871456  1.23432277 -0.03064035  1.23470301
  5.50000000  8.75000000  0.04987687  8.95098656  1.23421295 -0.03120360  1.23460734
  5.50000000  7.50000000  0.04766184  7.52925848  1.09126560 -0.00486943  1.09127646


  6.00000000  7.50000000  0.03764483  7.53210353  1.10005987 -0.00670897  1.10008033
  6.00000000  8.75000000  0.04021973  8.96635228  1.23377227 -0.03038150  1.23414628
  5.75000000  8.75000000  0.04505135  8.95871456  1.23432277 -0.03064035  1.23470301
  5.75000000  7.50000000  0.04247646  7.53055415  1.09579321 -0.00552135  1.09580712
  6.00000000  7.50000000  0.03764483  7.53210353  1.10005987 -0.00670897  1.10008033


  5.00000000 10.00000000  0.05647737 10.00174245  0.03561834  0.00006777  0.03561840
  5.00000000  8.75000000  0.05835456  8.93511926  1.23255782 -0.03303270  1.23300038
  5.25000000  8.75000000  0.05396578  8.94315308  1.23405195 -0.03142787  1.23445207
  5.25000000 10.00000000  0.05208859 10.00172140  0.03599414  0.00004630  0.03599417
  5.00000000 10.00000000  0.05647737 10.00174245  0.03561834  0.00006777  0.03561840


  5.00000000  7.50000000  0.05813668  7.52728445  1.08201582 -0.00440766  1.08202480
  5.25000000  7.50000000  0.05292131  7.52821427  1.08683263 -0.00336605  1.08683784
  5.25000000  8.75000000  0.05501224  8.94315308  1.23405195 -0.03142787  1.23445207
  5.00000000  8.75000000  0.06022761  8.93511926  1.23255782 -0.03303270  1.23300038
  5.00000000  7.50000000  0.05813668  7.52728445  1.08201582 -0.00440766  1.08202480


  5.50000000  7.50000000  0.04868635  7.52925848  1.09126560 -0.00486943  1.09127646
  5.50000000  8.75000000  0.04902110  8.95098656  1.23421295 -0.03120360  1.23460734
  5.25000000  8.75000000  0.05416211  8.94315308  1.23405195 -0.03142787  1.23445207
  5.25000000  7.50000000  0.05382736  7.52821427  1.08683263 -0.00336605  1.08683784
  5.50000000  7.50000000  0.04868635  7.52925848  1.09126560 -0.00486943  1.09127646


  5.50000000 10.00000000  0.04757783 10.00170469  0.03521534  0.00003844  0.03521536
  5.25000000 10.00000000  0.05207451 10.00172140  0.03599414  0.00004630  0.03599417
  5.25000000  8.75000000  0.05397651  8.94315308  1.23405195 -0.03142787  1.23445207
  5.50000000  8.75000000  0.04947983  8.95098656  1.23421295 -0.03120360  1.23460734
  5.50000000 10.00000000  0.04757783 10.00170469  0.03521534  0.00003844  0.03521536


  6.00000000  5.00000000  0.00846467  4.72276587  1.15695111  0.05152414  1.15809784
  6.62500000  5.00000000 -0.00873034  4.69479872  1.17453040  0.03688545  1.17510944
  6.62500000  6.25000000  0.01217333  6.13340793  1.13225099  0.00977114  1.13229315
  6.00000000  6.25000000  0.02936834  6.14240903  1.11871941  0.01818535  1.11886720
  6.00000000  5.00000000  0.00846467  4.72276587  1.15695111  0.05152414  1.15809784


  7.25000000  5.00000000 -0.02522052  4.67598883  1.18716106  0.02195425  1.18736404
  7.25000000  6.25000000  0.00101880  6.12939165  1.14340886  0.00197213  1.14341056
  6.62500000  6.25000000  0.01492017  6.13340793  1.13225099  0.00977114  1.13229315
  6.62500000  5.00000000 -0.01131915  4.69479872  1.17453040  0.03688545  1.17510944
  7.25000000  5.00000000 -0.02522052  4.67598883  1.18716106  0.02195425  1.18736404


  7.25000000  7.50000000  0.01443184  7.54526532  1.12026192 -0.01483787  1.12036018
  6.62500000  7.50000000  0.02589075  7.53743656  1.11065091 -0.01088750  1.11070427
  6.62500000  6.25000000  0.01273058  6.13340793  1.13225099  0.00977114  1.13229315
  7.25000000  6.25000000  0.00127167  6.12939165  1.14340886  0.00197213  1.14341056
  7.25000000  7.50000000  0.01443184  7.54526532  1.12026192 -0.01483787  1.12036018


  6.00000000  7.50000000  0.03802301  7.53210353  1.10005987 -0.00670897  1.10008033
  6.00000000  6.25000000  0.02758182  6.14240903  1.11871941  0.01818535  1.11886720
  6.62500000  6.25000000  0.01417221  6.13340793  1.13225099  0.00977114  1.13229315
  6.62500000  7.50000000  0.02461339  7.53743656  1.11065091 -0.01088750  1.11070427
  6.00000000  7.50000000  0.03802301  7.53210353  1.10005987 -0.00670897  1.10008033


  8.50000000  5.00000000 -0.04287555  4.66909093  1.19919502 -0.01140054  1.19924921
  8.50000000  6.25000000 -0.01508565  6.13843138  1.15700615 -0.01681360  1.15712831
  7.87500000  6.25000000 -0.00842280  6.13096067  1.15169834 -0.00766521  1.15172385
  7.87500000  5.00000000 -0.03621270  4.66730104  1.19550505  0.00508713  1.19551587
  8.50000000  5.00000000 -0.04287555  4.66909093  1.19919502 -0.01140054  1.19924921


  8.50000000  7.50000000 -0.00116146  7.56973145  1.13517146 -0.02454153  1.13543671
  7.87500000  7.50000000  0.00586969  7.55597546  1.12843450 -0.01988289  1.12860966
  7.87500000  6.25000000 -0.00888426  6.13096067  1.15169834 -0.00766521  1.15172385
  8.50000000  6.25000000 -0.01591541  6.13843138  1.15700615 -0.01681360  1.15712831
  8.50000000  7.50000000 -0.00116146  7.56973145  1.13517146 -0.02454153  1.13543671


  7.25000000  7.50000000  0.01483724  7.54526532  1.12026192 -0.01483787  1.12036018
  7.25000000  6.25000000  0.00077451  6.12939165  1.14340886  0.00197213  1.14341056
  7.87500000  6.25000000 -0.00855431  6.13096067  1.15169834 -0.00766521  1.15172385
  7.87500000  7.50000000  0.00550843  7.55597546  1.12843450 -0.01988289  1.12860966
  7.25000000  7.50000000  0.01483724  7.54526532  1.12026192 -0.01483787  1.12036018


  7.25000000  5.00000000 -0.02575276  4.67598883  1.18716106  0.02195425  1.18736404
  7.87500000  5.00000000 -0.03603231  4.66730104  1.19550505  0.00508713  1.19551587
  7.87500000  6.25000000 -0.00867081  6.13096067  1.15169834 -0.00766521  1.15172385
  7.25000000  6.25000000  0.00160875  6.12939165  1.14340886  0.00197213  1.14341056
  7.25000000  5.00000000 -0.02575276  4.67598883  1.18716106  0.02195425  1.18736404


  8.50000000 10.00000000  0.00625438 10.00131279  0.02987662  0.00008008  0.02987673
  7.87500000 10.00000000  0.01309069 10.00139918  0.03092871  0.00008130  0.03092882
  7.87500000  8.75000000  0.01254247  9.02363619  1.22047230 -0.03150403  1.22087884
  8.50000000  8.75000000  0.00570616  9.04346632  1.21205275 -0.03216610  1.21247949
  8.50000000 10.00000000  0.00625438 10.00131279  0.02987662  0.00008008  0.02987673


  7.25000000 10.00000000  0.02095884 10.00148695  0.03201654  0.00008372  0.03201665
  7.25000000  8.75000000  0.02056024  9.00427791  1.22697316 -0.03070342  1.22735726
  7.87500000  8.75000000  0.01262749  9.02363619  1.22047230 -0.03150403  1.22087884
  7.87500000 10.00000000  0.01302609 10.00139918  0.03092871  0.00008130  0.03092882
  7.25000000 10.00000000  0.02095884 10.00148695  0.03201654  0.00008372  0.03201665


  7.25000000  7.50000000  0.01414255  7.54526532  1.12026192 -0.01483787  1.12036018
  7.87500000  7.50000000  0.00563893  7.55597546  1.12843450 -0.01988289  1.12860966
  7.87500000  8.75000000  0.01214530  9.02363619  1.22047230 -0.03150403  1.22087884
  7.25000000  8.75000000  0.02064892  9.00427791  1.22697316 -0.03070342  1.22735726
  7.25000000  7.50000000  0.01414255  7.54526532  1.12026192 -0.01483787  1.12036018


  8.50000000  7.50000000 -0.00163340  7.56973145  1.13517146 -0.02454153  1.13543671
  8.50000000  8.75000000  0.00550111  9.04346632  1.21205275 -0.03216610  1.21247949
  7.87500000  8.75000000  0.01244983  9.02363619  1.22047230 -0.03150403  1.22087884
  7.87500000  7.50000000  0.00531532  7.55597546  1.12843450 -0.01988289  1.12860966
  8.50000000  7.50000000 -0.00163340  7.56973145  1.13517146 -0.02454153  1.13543671


  6.00000000 10.00000000  0.03941420 10.00167079  0.03420332  0.00006767  0.03420339
  6.00000000  8.75000000  0.04010065  8.96635228  1.23377227 -0.03038150  1.23414628
  6.62500000  8.75000000  0.03015588  8.98527418  1.23136459 -0.03048650  1.23174193
  6.62500000 10.00000000  0.02946943 10.00157838  0.03299143  0.00008684  0.03299155
  6.00000000 10.00000000  0.03941420 10.00167079  0.03420332  0.00006767  0.03420339


  6.00000000  7.50000000  0.03687952  7.53210353  1.10005987 -0.00670897  1.10008033
  6.62500000  7.50000000  0.02559325  7.53743656  1.11065091 -0.01088750  1.11070427
  6.62500000  8.75000000  0.02938871  8.98527418  1.23136459 -0.03048650  1.23174193
  6.00000000  8.75000000  0.04067498  8.96635228  1.23377227 -0.03038150  1.23414628
  6.00000000  7.50000000  0.03687952  7.53210353  1.10005987 -0.00670897  1.10008033


  7.25000000  7.50000000  0.01461700  7.54526532  1.12026192 -0.01483787  1.12036018
  7.25000000  8.75000000  0.02028177  9.00427791  1.22697316 -0.03070342  1.22735726
  6.62500000  8.75000000  0.03024703  8.98527418  1.23136459 -0.03048650  1.23174193
  6.62500000  7.50000000  0.02458226  7.53743656  1.11065091 -0.01088750  1.11070427
  7.25000000  7.50000000  0.01461700  7.54526532  1.12026192 -0.01483787  1.12036018


  7.25000000 10.00000000  0.02083347 10.00148695  0.03201654  0.00008372  0.03201665
  6.62500000 10.00000000  0.02977821 10.00157838  0.03299143  0.00008684  0.03299155
  6.62500000  8.75000000  0.02974743  8.98527418  1.23136459 -0.03048650  1.23174193
  7.25000000  8.75000000  0.02080268  9.00427791  1.22697316 -0.03070342  1.22735726
  7.25000000 10.00000000  0.02083347 10.00148695  0.03201654  0.00008372  0.03201665


  6.00000000  3.00000000 -0.08215932  2.28779556  1.30437798  0.13980078  1.31184838
  6.62500000  3.00000000 -0.11208489  2.21213960  1.33517619  0.10047885  1.33895163
  6.62500000  3.50000000 -0.07562983  2.86475003  1.27896948  0.08188753  1.28158827
  6.00000000  3.50000000 -0.04570426  2.92588887  1.25143835  0.11215139  1.25645369
  6.00000000  3.00000000 -0.08215932  2.28779556  1.30437798  0.13980078  1.31184838


  7.25000000  3.00000000 -0.13010291  2.16139095  1.35248868  0.06164707  1.35389290
  7.25000000  3.50000000 -0.09278949  2.82279842  1.29631263  0.05117628  1.29732241
  6.62500000  3.50000000 -0.07487166  2.86475003  1.27896948  0.08188753  1.28158827
  6.62500000  3.00000000 -0.11218507  2.21213960  1.33517619  0.10047885  1.33895163
  7.25000000  3.00000000 -0.13010291  2.16139095  1.35248868  0.06164707  1.35389290


  7.25000000  4.00000000 -0.06513944  3.45917197  1.25149470  0.04083166  1.25216062
  6.62500000  4.00000000 -0.04707438  3.49272322  1.23525338  0.06519600  1.23697269
  6.62500000  3.50000000 -0.07527605  2.86475003  1.27896948  0.08188753  1.28158827
  7.25000000  3.50000000 -0.09334111  2.82279842  1.29631263  0.05117628  1.29732241
  7.25000000  4.00000000 -0.06513944  3.45917197  1.25149470  0.04083166  1.25216062


  6.00000000  4.00000000 -0.02131418  3.54114953  1.21148873  0.08852176  1.21471850
  6.00000000  3.50000000 -0.04733102  2.92588887  1.25143835  0.11215139  1.25645369
  6.62500000  3.50000000 -0.07432267  2.86475003  1.27896948  0.08188753  1.28158827
  6.62500000  4.00000000 -0.04830583  3.49272322  1.23525338  0.06519600  1.23697269
  6.00000000  4.00000000 -0.02131418  3.54114953  1.21148873  0.08852176  1.21471850


  8.50000000  3.00000000 -0.13749879  2.13109230  1.36044015 -0.01150197  1.36048877
  8.50000000  3.50000000 -0.10491165  2.79749010  1.30703880 -0.01018102  1.30707846
  7.87500000  3.50000000 -0.10321650  2.80054816  1.30512687  0.01992951  1.30527903
  7.87500000  3.00000000 -0.13580364  2.13485043  1.36011206  0.02395631  1.36032302
  8.50000000  3.00000000 -0.13749879  2.13109230  1.36044015 -0.01150197  1.36048877


  8.50000000  4.00000000 -0.07973262  3.43968825  1.26357232 -0.00975751  1.26360999
  7.87500000  4.00000000 -0.07604558  3.44149347  1.26066146  0.01527805  1.26075404
  7.87500000  3.50000000 -0.10231342  2.80054816  1.30512687  0.01992951  1.30527903
  8.50000000  3.50000000 -0.10600046  2.79749010  1.30703880 -0.01018102  1.30707846
  8.50000000  4.00000000 -0.07973262  3.43968825  1.26357232 -0.00975751  1.26360999


  7.25000000  4.00000000 -0.06523693  3.45917197  1.25149470  0.04083166  1.25216062
  7.25000000  3.50000000 -0.09288729  2.82279842  1.29631263  0.05117628  1.29732241
  7.87500000  3.50000000 -0.10316277  2.80054816  1.30512687  0.01992951  1.30527903
  7.87500000  4.00000000 -0.07551241  3.44149347  1.26066146  0.01527805  1.26075404
  7.25000000  4.00000000 -0.06523693  3.45917197  1.25149470  0.04083166  1.25216062


  7.25000000  3.00000000 -0.12854762  2.16139095  1.35248868  0.06164707  1.35389290
  7.87500000  3.00000000 -0.13727368  2.13485043  1.36011206  0.02395631  1.36032302
  7.87500000  3.50000000 -0.10225563  2.80054816  1.30512687  0.01992951  1.30527903
  7.25000000  3.50000000 -0.09352957  2.82279842  1.29631263  0.05117628  1.29732241
  7.25000000  3.00000000 -0.12854762  2.16139095  1.35248868  0.06164707  1.35389290


  8.50000000  5.00000000 -0.04347699  4.66909093  1.19919502 -0.01140054  1.19924921
  7.87500000  5.00000000 -0.03762024  4.66730104  1.19550505  0.00508713  1.19551587
  7.87500000  4.50000000 -0.05426230  4.06244443  1.22482361  0.01033994  1.22486725
  8.50000000  4.50000000 -0.06011905  4.06228315  1.22840193 -0.01016434  1.22844398
  8.50000000  5.00000000 -0.04347699  4.66909093  1.19919502 -0.01140054  1.19924921


  7.25000000  5.00000000 -0.02666418  4.67598883  1.18716106  0.02195425  1.18736404
  7.25000000  4.50000000 -0.04362137  4.07555970  1.21578909  0.03107359  1.21618612
  7.87500000  4.50000000 -0.05443101  4.06244443  1.22482361  0.01033994  1.22486725
  7.87500000  5.00000000 -0.03747382  4.66730104  1.19550505  0.00508713  1.19551587
  7.25000000  5.00000000 -0.02666418  4.67598883  1.18716106  0.02195425  1.18736404


  7.25000000  4.00000000 -0.06512704  3.45917197  1.25149470  0.04083166  1.25216062
  7.87500000  4.00000000 -0.07594170  3.44149347  1.26066146  0.01527805  1.26075404
  7.87500000  4.50000000 -0.05427791  4.06244443  1.22482361  0.01033994  1.22486725
  7.25000000  4.50000000 -0.04346325  4.07555970  1.21578909  0.03107359  1.21618612
